KVALUES
Results of phase equilibrium constant Ki at temperature = 530

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	K[7]	K[8]	K[9]	
    1637    1.050319    3.178386     2.02927   0.7026295   0.3812572   0.1419716  0.09239575  0.008598794  0.0001365369  
    1638    1.050108    3.175583    2.028117    0.702698   0.3814612    0.142133  0.09252775  0.008626315  0.0001373945  
    1639    1.049896    3.172784    2.026965   0.7027667   0.3816654   0.1422948  0.09265998  0.008653929  0.0001382575  
    1640    1.049686     3.16999    2.025816    0.702836     0.38187   0.1424568  0.09279246  0.008681639  0.0001391261  
    1641    1.049476    3.167197    2.024667   0.7029053   0.3820747    0.142619  0.09292516  0.008709437     0.00014  
    1642    1.049266    3.164408    2.023519   0.7029749   0.3822798   0.1427815   0.0930581  0.008737328  0.0001408795  
    1643    1.049057    3.161622    2.022373   0.7030449   0.3824851   0.1429443  0.09319128  0.008765312  0.0001417646  
    1644    1.048848    3.158839    2.021227   0.7031151   0.3826907   0.1431073   0.0933247  0.00879339  0.0001426552  
    1645     1.04864    3.156059    2.020084   0.7031856   0.3828966   0.1432706  0.09345835  0.008821562  0.0001435516  
    1646    1.048432    3.153283    2.018941   0.7032564   0.3831027   0.1434342  0.09359224  0.008849827  0.0001444536  
    1647    1.048224    3.150511      2.0178   0.7033276   0.3833091    0.143598  0.09372636  0.008878187  0.0001453613  
    1648    1.048017    3.147741     2.01666    0.703399   0.3835159    0.143762  0.09386073  0.008906641  0.0001462747  
    1649    1.047811    3.144975    2.015521   0.7034707   0.3837228   0.1439264  0.09399533  0.008935191  0.000147194  
    1650    1.047605    3.142212    2.014384   0.7035427   0.3839301   0.1440909  0.09413018  0.008963836  0.0001481191  
    1651    1.047399    3.139452    2.013248    0.703615   0.3841377   0.1442558  0.09426526  0.008992576  0.00014905  
    1652    1.047194    3.136696    2.012113   0.7036877   0.3843455   0.1444209  0.09440059  0.009021413  0.0001499869  
    1653    1.046989    3.133943     2.01098   0.7037606   0.3845536   0.1445863  0.09453615  0.009050345  0.0001509297  
    1654    1.046785    3.131193    2.009848   0.7038338    0.384762   0.1447519  0.09467195  0.009079374  0.0001518784  
    1655    1.046581    3.128446    2.008717   0.7039073   0.3849706   0.1449178    0.094808  0.009108501  0.0001528332  
    1656    1.046378    3.125703    2.007587   0.7039811   0.3851796   0.1450839  0.09494429  0.009137724  0.000153794  
    1657    1.046175    3.122963    2.006459   0.7040551   0.3853888   0.1452503  0.09508082  0.009167045  0.0001547609  
    1658    1.045973    3.120226    2.005332   0.7041295   0.3855983    0.145417  0.09521759  0.009196464  0.000155734  
    1659    1.045771    3.117493    2.004206   0.7042042   0.3858081    0.145584  0.09535461  0.009225981  0.0001567132  
    1660    1.045569    3.114762    2.003082   0.7042792   0.3860181   0.1457512  0.09549187  0.009255597  0.0001576986  
    1661    1.045368    3.112035    2.001958   0.7043544   0.3862285   0.1459186  0.09562937  0.009285311  0.0001586902  
    1662    1.045168    3.109311    2.000836     0.70443   0.3864391   0.1460864  0.09576711  0.009315125  0.0001596882  
    1663    1.044968     3.10659    1.999716   0.7045059     0.38665   0.1462544  0.09590511  0.009345039  0.0001606924  
    1664    1.044768    3.103873    1.998596    0.704582   0.3868612   0.1464227  0.09604334  0.009375052  0.0001617031  
    1665    1.044569    3.101159    1.997478   0.7046584   0.3870726   0.1465912  0.09618182  0.009405165  0.0001627201  
    1666     1.04437    3.098448    1.996361   0.7047352   0.3872844     0.14676  0.09632055  0.009435379  0.0001637436  
    1667    1.044172     3.09574    1.995246   0.7048122   0.3874964   0.1469291  0.09645953  0.009465694  0.0001647735  
    1668    1.043974    3.093035    1.994131   0.7048895   0.3877087   0.1470984  0.09659875  0.00949611  0.00016581  
    1669    1.043777    3.090333    1.993018   0.7049671   0.3879213    0.147268  0.09673821  0.009526628  0.0001668531  
    1670     1.04358    3.087635    1.991906    0.705045   0.3881341   0.1474379  0.09687793  0.009557248  0.0001679028  
    1671    1.043383     3.08494    1.990796   0.7051232   0.3883473    0.147608  0.09701789  0.00958797  0.0001689591  
    1672    1.043187     3.08225    1.989688   0.7052019   0.3885608   0.1477784  0.09715811  0.009618798  0.0001700223  
    1673    1.042992    3.079561     1.98858   0.7052806   0.3887745   0.1479491  0.09729857  0.009649726  0.000171092  
    1674    1.042796    3.076875    1.987473   0.7053597   0.3889885     0.14812  0.09743928  0.009680756  0.0001721686  
    1675    1.042602    3.074193    1.986367   0.7054391   0.3892028   0.1482912  0.09758024  0.009711891  0.0001732519  
    1676    1.042407    3.071514    1.985263   0.7055187   0.3894173   0.1484627  0.09772145  0.009743129  0.0001743422  
    1677    1.042214    3.068837    1.984159   0.7055986   0.3896321   0.1486345  0.09786291  0.009774472  0.0001754393  
    1678     1.04202    3.066164    1.983057   0.7056788   0.3898472   0.1488065  0.09800462  0.009805919  0.0001765434  
    1679    1.041827    3.063494    1.981957   0.7057593   0.3900626   0.1489788  0.09814658  0.009837472  0.0001776545  
    1680    1.041635    3.060827    1.980857   0.7058401   0.3902783   0.1491514  0.09828879  0.009869129  0.0001787726  
    1681    1.041442    3.058164    1.979759   0.7059212   0.3904942   0.1493242  0.09843126  0.009900893  0.0001798978  
    1682    1.041251    3.055503    1.978662   0.7060026   0.3907105   0.1494973  0.09857398  0.009932762  0.0001810302  
    1683     1.04106    3.052845    1.977566   0.7060842    0.390927   0.1496707  0.09871695  0.009964738  0.0001821697  
    1684    1.040869    3.050191    1.976472   0.7061662   0.3911438   0.1498444  0.09886018  0.009996821  0.0001833164  
    1685    1.040678     3.04754    1.975378   0.7062484   0.3913609   0.1500183  0.09900365  0.01002901  0.0001844704  
    1686    1.040489    3.044891    1.974286   0.7063309   0.3915782   0.1501925  0.09914739  0.01006131  0.0001856318  
    1687    1.040299    3.042246    1.973195   0.7064137   0.3917958    0.150367  0.09929137  0.01009371  0.0001868004  
    1688     1.04011    3.039604    1.972105   0.7064968   0.3920138   0.1505417  0.09943562  0.01012623  0.0001879765  
    1689    1.039921    3.036965    1.971017   0.7065801    0.392232   0.1507167  0.09958012  0.01015885  0.0001891601  
    1690    1.039733    3.034329    1.969929   0.7066638   0.3924504    0.150892  0.09972487  0.01019158  0.0001903511  
    1691    1.039545    3.031696    1.968843   0.7067477   0.3926692   0.1510676  0.09986988  0.01022442  0.0001915497  
    1692    1.039358    3.029067    1.967758   0.7068319   0.3928882   0.1512435   0.1000151  0.01025737  0.0001927559  
    1693    1.039171     3.02644    1.966674   0.7069164   0.3931076   0.1514196   0.1001607  0.01029043  0.0001939697  
    1694    1.038985    3.023816    1.965592   0.7070012   0.3933272    0.151596   0.1003065   0.0103236  0.0001951912  
    1695    1.038799    3.021196     1.96451   0.7070863   0.3935471   0.1517727   0.1004525  0.01035688  0.0001964205  
    1696    1.038613    3.018578     1.96343   0.7071717   0.3937672   0.1519497   0.1005988  0.01039027  0.0001976575  
    1697    1.038428    3.015963    1.962351   0.7072573   0.3939877   0.1521269   0.1007454  0.01042378  0.0001989024  
    1698    1.038243    3.013352    1.961273   0.7073432   0.3942084   0.1523044   0.1008922  0.01045739  0.0002001552  
    1699    1.038059    3.010743    1.960197   0.7074294   0.3944294   0.1524822   0.1010393  0.01049112  0.0002014159  
    1700    1.037875    3.008138    1.959121   0.7075159   0.3946507   0.1526603   0.1011866  0.01052496  0.0002026846  
    1701    1.037691    3.005535    1.958047   0.7076027   0.3948723   0.1528387   0.1013342  0.01055892  0.0002039613  
    1702    1.037508    3.002936    1.956974   0.7076897   0.3950942   0.1530173   0.1014821  0.01059298  0.0002052461  
    1703    1.037326    3.000341    1.955903   0.7077773   0.3953165   0.1531962   0.1016302  0.01062717  0.0002065393  
    1704    1.037144    2.997748    1.954832   0.7078649   0.3955389   0.1533754   0.1017786  0.01066146  0.0002078405  
    1705    1.036962    2.995157    1.953763   0.7079528   0.3957616   0.1535549   0.1019272  0.01069587  0.0002091499  
    1706    1.036781     2.99257    1.952694   0.7080409   0.3959846   0.1537347   0.1020761   0.0107304  0.0002104676  
    1707      1.0366    2.989985    1.951627   0.7081294   0.3962079   0.1539147   0.1022253  0.01076504  0.0002117937  
    1708    1.036419    2.987404    1.950561   0.7082181   0.3964314    0.154095   0.1023747  0.01079979  0.0002131281  
    1709    1.036239    2.984825    1.949496   0.7083071   0.3966553   0.1542756   0.1025244  0.01083466  0.000214471  
    1710    1.036059     2.98225    1.948432   0.7083964   0.3968794   0.1544565   0.1026744  0.01086965  0.0002158224  
    1711     1.03588    2.979677     1.94737    0.708486   0.3971038   0.1546377   0.1028246  0.01090476  0.0002171824  
    1712    1.035701    2.977107    1.946308   0.7085758   0.3973285   0.1548191   0.1029751  0.01093998  0.000218551  
    1713    1.035523    2.974541    1.945248    0.708666   0.3975535   0.1550009   0.1031259  0.01097532  0.0002199283  
    1714    1.035345    2.971977    1.944189   0.7087564   0.3977788   0.1551829   0.1032769  0.01101078  0.0002213143  
    1715    1.035167    2.969416    1.943131    0.708847   0.3980043   0.1553652   0.1034282  0.01104635  0.000222709  
    1716     1.03499    2.966858    1.942074    0.708938   0.3982301   0.1555478   0.1035798  0.01108205  0.0002241127  
    1717    1.034813    2.964303    1.941018   0.7090292   0.3984563   0.1557307   0.1037316  0.01111786  0.0002255252  
    1718    1.034637    2.961751    1.939964   0.7091208   0.3986826   0.1559139   0.1038837   0.0111538  0.0002269466  
    1719    1.034461    2.959202     1.93891   0.7092125   0.3989093   0.1560973   0.1040361  0.01118985  0.000228377  
    1720    1.034285    2.956656    1.937858   0.7093046   0.3991363   0.1562811   0.1041888  0.01122602  0.0002298166  
    1721     1.03411    2.954113    1.936807   0.7093969   0.3993635   0.1564651   0.1043417  0.01126232  0.0002312652  
    1722    1.033935    2.951573    1.935757   0.7094896   0.3995911   0.1566494   0.1044948  0.01129873  0.000232723  
    1723    1.033761    2.949035    1.934708   0.7095825   0.3998189    0.156834   0.1046483  0.01133527  0.00023419  
    1724    1.033587    2.946501     1.93366   0.7096756    0.400047   0.1570189    0.104802  0.01137193  0.0002356664  
    1725    1.033414    2.943969    1.932613   0.7097691   0.4002754   0.1572041    0.104956  0.01140871  0.000237152  
    1726    1.033241     2.94144    1.931568   0.7098628    0.400504   0.1573896   0.1051103  0.01144562  0.0002386471  
    1727    1.033068    2.938914    1.930523   0.7099568    0.400733   0.1575753   0.1052648  0.01148265  0.0002401517  
    1728    1.032896    2.936392     1.92948    0.710051   0.4009622   0.1577614   0.1054196   0.0115198  0.0002416658  
    1729    1.032724    2.933871    1.928438   0.7101456   0.4011917   0.1579477   0.1055747  0.01155707  0.0002431895  
    1730    1.032552    2.931354    1.927397   0.7102404   0.4014215   0.1581343   0.1057301  0.01159447  0.0002447228  
    1731    1.032381     2.92884    1.926357   0.7103355   0.4016516   0.1583213   0.1058857    0.011632  0.0002462658  
    1732    1.032211    2.926328    1.925318   0.7104308    0.401882   0.1585085   0.1060416  0.01166965  0.0002478186  
    1733     1.03204     2.92382     1.92428   0.7105264   0.4021127    0.158696   0.1061978  0.01170743  0.0002493813  
    1734    1.031871    2.921314    1.923244   0.7106223   0.4023436   0.1588838   0.1063543  0.01174533  0.0002509538  
    1735    1.031701    2.918813    1.922209   0.7107187   0.4025749   0.1590719    0.106511  0.01178336  0.0002525366  
    1736    1.031532    2.916313    1.921175   0.7108152   0.4028065   0.1592603    0.106668  0.01182152  0.0002541291  
    1737    1.031364    2.913815    1.920141   0.7109119   0.4030383    0.159449   0.1068253   0.0118598  0.0002557317  
    1738    1.031195    2.911321    1.919109   0.7110089   0.4032703   0.1596379   0.1069829  0.01189821  0.0002573445  
    1739    1.031028    2.908829    1.918078   0.7111061   0.4035027   0.1598272   0.1071407  0.01193675  0.0002589674  
    1740     1.03086    2.906341    1.917048   0.7112037   0.4037354   0.1600168   0.1072988  0.01197542  0.0002606007  
    1741    1.030693    2.903855    1.916019   0.7113015   0.4039683   0.1602066   0.1074572  0.01201422  0.0002622443  
    1742    1.030526    2.901372    1.914991   0.7113995   0.4042015   0.1603968   0.1076159  0.01205314  0.0002638983  
    1743     1.03036    2.898891    1.913964   0.7114979    0.404435   0.1605872   0.1077749   0.0120922  0.0002655627  
    1744    1.030194    2.896414    1.912939   0.7115965   0.4046688    0.160778   0.1079341  0.01213139  0.0002672377  
    1745    1.030029    2.893939    1.911914   0.7116954   0.4049029    0.160969   0.1080937   0.0121707  0.0002689233  
    1746    1.029864    2.891467    1.910891   0.7117945   0.4051373   0.1611604   0.1082535  0.01221015  0.0002706196  
    1747    1.029699    2.888998    1.909868   0.7118939   0.4053719    0.161352   0.1084135  0.01224973  0.0002723266  
    1748    1.029535    2.886532    1.908847   0.7119936   0.4056069   0.1615439   0.1085739  0.01228945  0.0002740444  
    1749    1.029371    2.884069    1.907827   0.7120936   0.4058421   0.1617362   0.1087346  0.01232929  0.0002757731  
    1750    1.029207    2.881608    1.906808   0.7121938   0.4060776   0.1619287   0.1088955  0.01236927  0.0002775128  
    1751    1.029044     2.87915    1.905789   0.7122943   0.4063134   0.1621215   0.1090567  0.01240938  0.0002792634  
    1752    1.028881    2.876695    1.904772    0.712395   0.4065495   0.1623147   0.1092182  0.01244963  0.0002810251  
    1753    1.028719    2.874242    1.903756   0.7124961   0.4067858   0.1625081     0.10938  0.01249001  0.000282798  
    1754    1.028557    2.871793    1.902741   0.7125974   0.4070225   0.1627019   0.1095421  0.01253052  0.0002845821  
    1755    1.028396    2.869346    1.901728   0.7126989   0.4072594   0.1628959   0.1097044  0.01257117  0.0002863775  
    1756    1.028234    2.866902    1.900715   0.7128007   0.4074966   0.1630902   0.1098671  0.01261196  0.0002881842  
    1757    1.028074     2.86446    1.899703   0.7129028   0.4077341   0.1632849     0.11003  0.01265288  0.0002900024  
    1758    1.027913    2.862022    1.898692   0.7130052   0.4079719   0.1634798   0.1101932  0.01269394  0.0002918321  
    1759    1.027753    2.859586    1.897683   0.7131078     0.40821    0.163675   0.1103567  0.01273513  0.0002936734  
    1760    1.027594    2.857153    1.896674   0.7132107   0.4084484   0.1638706   0.1105205  0.01277646  0.0002955263  
